episode,reward
0,125.0
1,-25.0
2,-25.0
3,25.0
4,-75.0
5,25.0
6,-25.0
7,-125.0
8,-75.0
9,-75.0
10,-75.0
11,-25.0
12,-25.0
13,-25.0
14,-75.0
15,50.0
16,-75.0
17,75.0
18,75.0
19,-75.0
20,-25.0
21,25.0
22,-75.0
23,25.0
24,-75.0
25,-125.0
26,-125.0
27,-75.0
28,25.0
29,225.0
30,-25.0
31,-75.0
32,-75.0
33,25.0
34,-25.0
35,25.0
36,-75.0
37,-75.0
38,-75.0
39,225.0
40,-75.0
41,-75.0
42,25.0
43,-75.0
44,-75.0
45,25.0
46,-75.0
47,-25.0
48,75.0
49,-125.0
50,75.0
51,-25.0
52,-25.0
53,-25.0
54,75.0
55,25.0
56,-25.0
57,-75.0
58,-125.0
59,-25.0
60,575.0
61,-75.0
62,-75.0
63,-75.0
64,125.0
65,-125.0
66,-75.0
67,-75.0
68,-75.0
69,25.0
70,-25.0
71,-75.0
72,-25.0
73,-25.0
74,-75.0
75,-25.0
76,75.0
77,-75.0
78,-25.0
79,25.0
80,-75.0
81,-25.0
82,-125.0
83,-25.0
84,-75.0
85,-75.0
86,-25.0
87,-75.0
88,-25.0
89,50.0
90,-75.0
91,-75.0
92,-75.0
93,-75.0
94,-125.0
95,-75.0
96,-25.0
97,-125.0
98,-75.0
99,-25.0
100,-75.0
101,-75.0
102,-125.0
103,-75.0
104,-25.0
105,-75.0
106,-75.0
107,-75.0
108,-25.0
109,-75.0
110,75.0
111,-25.0
112,25.0
113,-75.0
114,-75.0
115,-25.0
116,25.0
117,-25.0
118,-75.0
119,125.0
120,-75.0
121,-25.0
122,-75.0
123,175.0
124,-75.0
125,-25.0
126,75.0
127,-75.0
128,-75.0
129,-125.0
130,75.0
131,-25.0
132,-125.0
133,-25.0
134,-25.0
135,-75.0
136,-75.0
137,25.0
138,-75.0
139,-25.0
140,-75.0
141,75.0
142,-75.0
143,-75.0
144,-25.0
145,25.0
146,-25.0
147,-75.0
148,-225.0
149,-25.0
150,-25.0
151,-75.0
152,-125.0
153,-25.0
154,-75.0
155,75.0
156,-75.0
157,25.0
158,-25.0
159,-75.0
160,-125.0
161,-75.0
162,-75.0
163,-25.0
164,25.0
165,75.0
166,-75.0
167,75.0
168,-75.0
169,-75.0
170,75.0
171,-75.0
172,75.0
173,-75.0
174,-75.0
175,-75.0
176,-25.0
177,-75.0
178,25.0
179,-75.0
180,175.0
181,75.0
182,-75.0
183,-75.0
184,-25.0
185,-75.0
186,-75.0
187,25.0
188,-75.0
189,75.0
190,-125.0
191,-75.0
192,25.0
193,25.0
194,-25.0
195,25.0
196,-25.0
197,-25.0
198,-75.0
199,100.0
200,75.0
201,-75.0
202,-25.0
203,-25.0
204,-125.0
205,-75.0
206,-75.0
207,-75.0
208,25.0
209,-125.0
210,25.0
211,25.0
212,-25.0
213,75.0
214,-75.0
215,-25.0
216,-75.0
217,75.0
218,-25.0
219,-75.0
220,-25.0
221,-75.0
222,-25.0
223,-125.0
224,50.0
225,-25.0
226,-75.0
227,-75.0
228,75.0
229,25.0
230,-25.0
231,25.0
232,25.0
233,-75.0
234,-125.0
235,75.0
236,-25.0
237,-25.0
238,-75.0
239,-25.0
240,-25.0
241,225.0
242,225.0
243,-75.0
244,-25.0
245,-25.0
246,75.0
247,-75.0
248,100.0
249,25.0
250,-25.0
251,350.0
252,-75.0
253,-75.0
254,25.0
255,-225.0
256,175.0
257,75.0
258,-75.0
259,-75.0
260,-25.0
261,75.0
262,-75.0
263,-125.0
264,-125.0
265,-75.0
266,-25.0
267,25.0
268,-225.0
269,-25.0
270,25.0
271,-25.0
272,-25.0
273,100.0
274,-125.0
275,75.0
276,-25.0
277,-75.0
278,25.0
279,25.0
280,225.0
281,-25.0
282,-75.0
283,75.0
284,75.0
285,25.0
286,125.0
287,325.0
288,25.0
289,-25.0
290,-25.0
291,-75.0
292,25.0
293,125.0
294,-25.0
295,-25.0
296,-75.0
297,-25.0
298,-125.0
299,-25.0
300,75.0
301,325.0
302,225.0
303,25.0
304,25.0
305,-75.0
306,-25.0
307,75.0
308,-75.0
309,-75.0
310,25.0
311,75.0
312,275.0
313,-75.0
314,25.0
315,-75.0
316,-25.0
317,300.0
318,75.0
319,-25.0
320,-75.0
321,-75.0
322,75.0
323,-25.0
324,-75.0
325,25.0
326,175.0
327,-75.0
328,-25.0
329,-75.0
330,-25.0
331,-25.0
332,-375.0
333,-75.0
334,100.0
335,-325.0
336,-75.0
337,-75.0
338,-75.0
339,-125.0
340,-75.0
341,25.0
342,25.0
343,-75.0
344,25.0
345,225.0
346,-25.0
347,-25.0
348,-75.0
349,75.0
350,-25.0
351,275.0
352,75.0
353,-75.0
354,-75.0
355,-75.0
356,50.0
357,-25.0
358,-75.0
359,300.0
360,-25.0
361,-25.0
362,-75.0
363,-75.0
364,-25.0
365,375.0
366,-425.0
367,-75.0
368,-25.0
369,-75.0
370,175.0
371,-75.0
372,-75.0
373,25.0
374,-25.0
375,-75.0
376,-75.0
377,-25.0
378,75.0
379,-25.0
380,75.0
381,-75.0
382,-25.0
383,-125.0
384,200.0
385,-25.0
386,-75.0
387,-25.0
388,-125.0
389,325.0
390,-75.0
391,-25.0
392,-75.0
393,25.0
394,-25.0
395,125.0
396,-25.0
397,25.0
398,-75.0
399,-75.0
400,-75.0
401,-75.0
402,225.0
403,-25.0
404,25.0
405,25.0
406,25.0
407,-25.0
408,-75.0
409,-75.0
410,-75.0
411,675.0
412,-25.0
413,-75.0
414,-25.0
415,-25.0
416,-25.0
417,75.0
418,25.0
419,-25.0
420,75.0
421,-75.0
422,-75.0
423,25.0
424,-25.0
425,-25.0
426,25.0
427,-75.0
428,-25.0
429,-75.0
430,-75.0
431,-225.0
432,25.0
433,25.0
434,-275.0
435,75.0
436,-75.0
437,-75.0
438,-25.0
439,25.0
440,-25.0
441,-75.0
442,25.0
443,-75.0
444,-25.0
445,75.0
446,-125.0
447,475.0
448,-25.0
449,75.0
450,-25.0
451,75.0
452,25.0
453,-25.0
454,-75.0
455,-25.0
456,-75.0
457,-75.0
458,25.0
459,-75.0
460,25.0
461,-25.0
462,-75.0
463,75.0
464,275.0
465,-25.0
466,175.0
467,-75.0
468,-75.0
469,-75.0
470,75.0
471,-25.0
472,75.0
473,475.0
474,125.0
475,125.0
476,275.0
477,-25.0
478,-75.0
479,-75.0
480,75.0
481,75.0
482,525.0
483,675.0
484,25.0
485,75.0
486,100.0
487,125.0
488,425.0
489,75.0
490,125.0
491,-125.0
492,225.0
493,325.0
494,75.0
495,-25.0
496,175.0
497,-25.0
498,-200.0
499,-25.0
500,-75.0
501,125.0
502,25.0
503,125.0
504,-25.0
505,925.0
506,75.0
507,25.0
508,175.0
509,125.0
510,-75.0
511,-75.0
512,275.0
513,125.0
514,-25.0
515,475.0
516,25.0
517,-75.0
518,-25.0
519,-25.0
520,-75.0
521,175.0
522,-75.0
523,150.0
524,75.0
525,-75.0
526,425.0
527,275.0
528,-75.0
529,-25.0
530,100.0
531,725.0
532,25.0
533,125.0
534,125.0
535,50.0
536,375.0
537,-25.0
538,175.0
539,-25.0
540,475.0
541,-75.0
542,225.0
543,175.0
544,25.0
545,275.0
546,-75.0
547,225.0
548,-75.0
549,25.0
550,-75.0
551,-75.0
552,-25.0
553,575.0
554,25.0
555,50.0
556,-100.0
557,225.0
558,-25.0
559,-125.0
560,-25.0
561,-75.0
562,-75.0
563,50.0
564,25.0
565,-75.0
566,-75.0
567,125.0
568,125.0
569,25.0
570,-75.0
571,-25.0
572,25.0
573,25.0
574,225.0
575,25.0
576,525.0
577,275.0
578,725.0
579,175.0
580,-25.0
581,-125.0
582,125.0
583,25.0
584,-25.0
585,-125.0
586,-125.0
587,-75.0
588,-125.0
589,125.0
590,-75.0
591,25.0
592,-75.0
593,-75.0
594,475.0
595,-25.0
596,675.0
597,225.0
598,-25.0
599,-75.0
600,25.0
601,125.0
602,-75.0
603,225.0
604,-75.0
605,75.0
606,75.0
607,100.0
608,-25.0
609,225.0
610,25.0
611,475.0
612,575.0
613,75.0
614,-75.0
615,125.0
616,1025.0
617,-25.0
618,25.0
619,25.0
620,75.0
621,525.0
622,200.0
623,-75.0
624,-75.0
625,75.0
626,-75.0
627,-75.0
628,150.0
629,-75.0
630,25.0
631,275.0
632,75.0
633,-75.0
634,125.0
635,-75.0
636,825.0
637,-75.0
638,175.0
639,475.0
640,25.0
641,300.0
642,25.0
643,-25.0
644,-75.0
645,-25.0
646,-25.0
647,-75.0
648,225.0
649,475.0
650,-25.0
651,-75.0
652,-75.0
653,725.0
654,125.0
655,800.0
656,-75.0
657,175.0
658,75.0
659,-75.0
660,375.0
661,525.0
662,225.0
663,-75.0
664,-25.0
665,425.0
666,-75.0
667,575.0
668,-75.0
669,-75.0
670,125.0
671,300.0
672,325.0
673,25.0
674,275.0
675,-125.0
676,25.0
677,325.0
678,175.0
679,-75.0
680,175.0
681,275.0
682,75.0
683,25.0
684,75.0
685,125.0
686,125.0
687,75.0
688,75.0
689,-75.0
690,75.0
691,-75.0
692,25.0
693,625.0
694,25.0
695,550.0
